'locality','state','postcode','latitude','longitude'
'HURSTVILLE GROVE','NSW','2220',-33.97837925,151.09297667
'HUSKISSON','NSW','2540',-35.03855661,150.65074498
'HUTTON CREEK','QLD','4454',-25.68779987,148.40815801
'HYAMS BEACH','NSW','2540',-35.10922031,150.68547001
'HYDE PARK','QLD','4812',-19.27680523,146.79652085
'HYDE PARK','SA','5061',-34.9565548,138.60294152
'HYDEN','WA','6359',-32.41973362,119.12086425
'HYDES CREEK','NSW','2454',-30.4173048,152.92513433
'HYLAND PARK','NSW','2448',-30.61198133,152.99875976
'HYNAM','SA','5262',-36.93775802,140.85994179
'HYNDMANS CREEK','NSW','2446',-31.47512767,152.5996963
'IAMA ISLAND','QLD','4875',-9.9010241,142.77498778
'IBIS','QLD','4726',-23.08169585,145.06496991
'ICY CREEK','VIC','3833',-37.88438568,146.09728259
'IDA BAY','TAS','7109',-43.45107986,146.93963007
'IDALIA','QLD','4811',-19.30631488,146.81365012
'IDERAWAY','QLD','4625',-25.56979233,151.60826635
'IGUANA CREEK','VIC','3875',-37.69501563,147.34855125
'IKEWA','WA','6522',-29.18321253,115.53799583
'ILARWILL','NSW','2463',-29.48423435,153.17547248
'ILBILBIE','QLD','4738',-21.71718144,149.35997234
'ILFORD','NSW','2850',-32.95987594,149.82587703
'ILFRACOMBE','QLD','4727',-23.66042228,144.54614585
'ILKLEY','QLD','4554',-26.73157852,152.99699452
'ILLABAROOK','VIC','3351',-37.82060798,143.65155794
'ILLABO','NSW','2590',-34.82793734,147.75097646
'ILLAROO','NSW','2540',-34.85899214,150.47030582
'ILLAWARRA','VIC','3381',-37.06740624,142.69137119
'ILLAWONG','NSW','2234',-33.99820598,151.04152956
'ILLEROO','SA','5715',-32.49192404,137.44415674
'ILLINBAH','QLD','4275',-28.12526096,153.1495473
'ILLOWA','VIC','3282',-38.3362166,142.39889275
'ILPARPA','NT','0873',-23.7424085,133.82261959
'ILUKA','NSW','2466',-29.39615936,153.35728862
'ILUKA','WA','6028',-31.73574932,115.72910451
'IMAGE FLAT','QLD','4560',-26.60219471,152.93432258
'IMANPA','NT','0872',-25.11755629,132.56876294
'IMBIL','QLD','4570',-26.49854824,152.64558651
'INALA','QLD','4077',-27.59455618,152.97120608
'INDEE','WA','6721',-20.89087545,118.47353183
'INDENTED HEAD','VIC','3223',-38.13772616,144.70198023
'INDI','NSW','2642',-36.26828737,148.05564645
'INDIGO VALLEY','VIC','3688',-36.18620622,146.73977365
'INDOOROOPILLY','QLD','4068',-27.50734132,152.97980689
'INGBERRY','QLD','4726',-23.24625312,145.46355284
'INGEBIRAH','NSW','2627',-36.63382724,148.52769467
'INGGARDA','WA','6701',-24.9714329,114.2357999
'INGHAM','QLD','4850',-18.65540225,146.15358027
'INGLE FARM','SA','5098',-34.82759442,138.64544575
'INGLEBURN','NSW','2565',-34.00455265,150.86327558
'INGLEHOPE','WA','6213',-32.73151948,116.18675317
'INGLESIDE','NSW','2101',-33.69249919,151.25746575
'INGLESTONE','QLD','4422',-27.62259894,149.79091001
'INGLEWOOD','QLD','4387',-28.38910657,151.06419961
'INGLEWOOD','SA','5133',-34.80217147,138.79201506
'INGLEWOOD','VIC','3517',-36.5971306,143.85440812
'INGLEWOOD','WA','6052',-31.91662515,115.87987727
'INGLISTON','VIC','3342',-37.65956291,144.31311493
'INGOLDSBY','QLD','4343',-27.73578967,152.27112536
'INGOMAR','SA','5723',-29.51785175,134.78893481
'INJINOO','QLD','4876',-11.03640748,142.2593002
'INJUNE','QLD','4454',-25.85536801,148.55464404
'INKERMAN','QLD','4806',-19.71232135,147.49754419
'INKERMAN','SA','5550',-34.28132723,138.26013087
'INKERMAN','VIC','3472',-36.79197626,143.67742245
'INKPEN','WA','6302',-31.84325562,116.57240215
'INKSTER','SA','5680',-32.91444044,134.66866474
'INMAN VALLEY','SA','5211',-35.493709,138.455908
'INNALOO','WA','6018',-31.89267321,115.79545268
'INNAMINCKA','SA','5731',-27.7451439,140.73926029
'INNES PARK','QLD','4670',-24.86841321,152.46730268
'INNES VIEW','NSW','2429',-31.59151424,152.39630448
'INNESTON','SA','5577',-35.272936,136.891377
'INNISFAIL','QLD','4860',-17.52262635,146.0285226
'INNISFAIL ESTATE','QLD','4860',-17.5163918,146.04652384
'INNISPLAIN','QLD','4285',-28.17725744,152.90221376
'INNOT HOT SPRINGS','QLD','4872',-17.78668198,145.28293621
'INSKIP','QLD','4581',-25.84480509,153.05670378
'INTERLAKEN','TAS','7030',-42.15842687,147.16557052
'INVERELL','NSW','2360',-29.76275197,151.11028164
'INVERGORDON','NSW','2422',-32.05113029,151.72225249
'INVERGORDON','VIC','3636',-36.14608835,145.58496049
'INVERGOWRIE','NSW','2350',-30.51199663,151.50695883
'INVERLAW','QLD','4610',-26.58086315,151.75870849
'INVERLEIGH','VIC','3321',-38.10904985,144.00127636
'INVERLOCH','VIC','3996',-38.61524928,145.7242776
'INVERMAY','TAS','7248',-41.42129267,147.13296663
'INVERMAY','VIC','3352',-37.50199184,143.87532154
'INVERMAY PARK','VIC','3350',-37.52919869,143.8590925
'INVERNESS','QLD','4703',-23.11583933,150.72312051
'IONA','VIC','3815',-38.1523721,145.68744704
'IPSWICH','QLD','4305',-27.62285515,152.76033156
'IRAAK','VIC','3494',-34.42720247,142.29379342
'IREDALE','QLD','4344',-27.58121397,152.10587304
'IRISHTOWN','TAS','7330',-40.91781295,145.14968568
'IRISHTOWN','VIC','3451',-37.14921761,144.2293914
'IRISHTOWN','WA','6401',-31.59802895,116.64940714
'IRLPME','NT','0874',-23.64690594,133.8647591
'IRON BARON','SA','5611',-32.99692437,137.15856601
'IRON KNOB','SA','5611',-32.73205,137.15064
'IRON POT CREEK','NSW','2474',-28.63703929,152.86122915
'IRON RANGE','QLD','4892',-12.64857684,143.32541116
'IRONBANK','SA','5153',-35.04279334,138.68773828
'IRONBARK','NSW','2347',-30.29417476,150.79934107
'IRONBARK','QLD','4306',-27.5564424,152.67168252
'IRONBARK','VIC','3550',-36.75480144,144.26366762
'IRONGATE','QLD','4356',-27.63211203,151.51665949
'IRONMUNGY','NSW','2630',-36.62577539,148.91293143
'IRONPOT','QLD','4610',-26.59672151,151.44451419
'IRONPOT','QLD','4701',-23.26206197,150.60082744
'IRONSTONE','SA','5222',-35.74077721,137.98283489
'IRREWARRA','VIC','3249',-38.27050602,143.67608025
'IRREWILLIPE','VIC','3249',-38.45319844,143.41808383
'IRREWILLIPE EAST','VIC','3249',-38.43081544,143.48514298
'IRVINEBANK','QLD','4887',-17.4436246,145.10439907
'IRVINGDALE','QLD','4404',-27.1532439,151.46849851
'IRVINGTON','NSW','2470',-28.86415649,153.10316628
'IRWIN','WA','6525',-29.22344723,115.06863372
'IRYMPLE','NSW','2835',-32.52229007,145.45459761
'IRYMPLE','VIC','3498',-34.25257445,142.1687756
'ISAACS','ACT','2607',-35.3686673,149.11557618
'ISABELLA','NSW','2795',-33.94935579,149.65873853
'ISABELLA PLAINS','ACT','2905',-35.42801818,149.09395355
'ISIS CENTRAL','QLD','4660',-25.19404701,152.17671943
'ISIS RIVER','QLD','4660',-25.26855839,152.38905825
'ISISFORD','QLD','4731',-24.57138494,144.1641113
'ISLA','QLD','4719',-25.1443413,150.03717272
'ISLAND BEACH','SA','5222',-35.79846157,137.80508184
'ISLAND PLANTATION','QLD','4650',-25.49407908,152.7256775
'ISLINGTON','NSW','2296',-32.91393072,151.74722733
'ISSEKA','WA','6535',-28.44030942,114.64853614
'IVANHOE','NSW','2878',-32.6992668,144.14020815
'IVANHOE','VIC','3079',-37.76784171,145.04368713
'IVANHOE EAST','VIC','3079',-37.77347808,145.06181654
'IVERAGH','QLD','4680',-24.12325157,151.37499836
'IVORY CREEK','QLD','4313',-27.06275282,152.31320279
'IWANTJA','SA','0872',-26.9780516,133.30668711
'JABIRU','NT','0886',-12.66948267,132.83718535
'JABUK','SA','5301',-35.384812,140.069723
'JACANA','VIC','3047',-37.68753443,144.91008266
'JACK RIVER','VIC','3971',-38.56819231,146.55585456
'JACKA','ACT','2914',-35.14952364,149.13045068
'JACKADGERY','NSW','2460',-29.60582051,152.5545873
'JACKASS FLAT','VIC','3556',-36.71849169,144.28437345
'JACKEYS MARSH','TAS','7304',-41.6971147,146.66969881
'JACKITUP','WA','6335',-33.88486582,118.13303538
'JACKS CREEK','NSW','2390',-30.49774104,149.73951188
'JACKSON','QLD','4426',-26.6445337,149.63274564
'JACKSON NORTH','QLD','4426',-26.44361626,149.65534294
'JACKSON SOUTH','QLD','4426',-26.72779743,149.56331339
'JACKSONS FLAT','NSW','2469',-28.8315968,152.56225151
'JACKY BULBIN FLAT','NSW','2463',-29.28078619,153.18711427
'JACOB CREEK','VIC','3825',-38.00371312,146.40183262
'JACOBS WELL','QLD','4208',-27.78622958,153.35953369
'JACUP','WA','6337',-33.81885102,119.1788283
'JAFFA','QLD','4855',-17.78335243,145.99446033
'JAGGAN','QLD','4885',-17.41130132,145.57633302
'JAGUMBA','NSW','2642',-36.04251195,148.23595908
'JALBARRAGUP','WA','6275',-34.00851604,115.61727549
'JALORAN','WA','6315',-33.17314374,117.42574086
'JAM JERRUP','VIC','3984',-38.33043193,145.53715462
'JAMBEROO','NSW','2533',-34.65588912,150.76439701
'JAMBIN','QLD','4702',-24.1853873,150.42985607
'JAMBOREE HEIGHTS','QLD','4074',-27.55630004,152.93406558
'JAMES CREEK','NSW','2463',-29.45382743,153.24172256
'JAMES WELL','SA','5571',-34.48639816,137.89765039
'JAMESTOWN','SA','5491',-33.205295,138.60204741
'JAMIESON','SA','5640',-33.43592191,136.39967896
'JAMIESON','VIC','3723',-37.27888206,146.11367746
'JAMISONTOWN','NSW','2750',-33.7678871,150.67659311
'JAN JUC','VIC','3228',-38.34465755,144.29526838
'JANCOURT','VIC','3266',-38.3671113,143.09127337
'JANCOURT EAST','VIC','3266',-38.41836433,143.18856218
'JANDABUP','WA','6077',-31.73907143,115.85694772
'JANDAKOT','WA','6164',-32.10238907,115.87233477
'JANDOWAE','QLD','4410',-26.73624857,151.16776584
'JANE BROOK','WA','6056',-31.85879011,116.06250377
'JANNALI','NSW','2226',-34.01575454,151.06578788
'JAPOONVALE','QLD','4856',-17.7241463,145.91197392
'JARDEE','WA','6258',-34.30278994,116.0799377
'JARDINE','QLD','4702',-23.05417244,150.38999482
'JARKLIN','VIC','3517',-36.2532132,143.95796558
'JARLMADANGAH BURRU','WA','6728',-18.00878142,124.00641943
'JARRA CREEK','QLD','4854',-17.94511289,145.87494818
'JARRAHDALE','WA','6124',-32.35667044,116.14337549
'JARRAHMOND','VIC','3888',-37.66151776,148.40193673
'JARRAHWOOD','WA','6275',-33.79384673,115.66280323
'JARVIS CREEK','VIC','3700',-36.18167062,147.19532136
'JARVISFIELD','QLD','4807',-19.57777066,147.49794408
'JASPERS BRUSH','NSW','2535',-34.80008431,150.65440629
'JAUNTER','NSW','2787',-33.98556752,149.91599512
'JEEBROPILLY','QLD','4340',-27.65090653,152.65593186
'JEERALANG','VIC','3840',-38.3718515,146.47494466
'JEERALANG JUNCTION','VIC','3840',-38.34789539,146.41302255
'JEETHO','VIC','3945',-38.40241811,145.72793369
'JEFFCOTT','VIC','3480',-36.31902279,143.13836358
'JEFFCOTT NORTH','VIC','3480',-36.26284939,143.06804675
'JEIR','NSW','2582',-35.05636301,148.97251734
'JELCOBINE','WA','6306',-32.41261166,116.71864363
'JELLAT JELLAT','NSW','2550',-36.72436298,149.88123232
'JELLINBAH','QLD','4702',-23.27508024,149.03736816
'JEMALONG','NSW','2871',-33.44691096,147.71648483
'JEMBAICUMBENE','NSW','2622',-35.52161215,149.76664003
'JENNACUBBINE','WA','6401',-31.46403874,116.71965793
'JENNAPULLIN','WA','6401',-31.53630224,116.72181219
'JENNINGS','NSW','4383',-28.94051007,151.96941601
'JENOLAN','NSW','2790',-33.80824958,150.06724808
'JENSEN','QLD','4818',-19.25669861,146.64147016
'JEOGLA','NSW','2350',-30.66888449,152.13681274
'JEPARIT','VIC','3423',-36.10045805,141.97422462
'JERANGLE','NSW','2630',-35.89691824,149.36613712
'JERDACUTTUP','WA','6346',-33.77564778,120.43339736
'JEREMADRA','NSW','2536',-35.81440438,150.1392597
'JEREMY','NSW','2795',-33.98540158,149.53148468
'JERICHO','QLD','4728',-23.57747521,146.1241387
'JERICHO','SA','5554',-33.9661033,137.68377312
'JERICHO','TAS','7030',-42.38390062,147.2888058
'JERILDERIE','NSW','2716',-35.27685416,145.75336041
'JERONA','QLD','4809',-19.4537893,147.22290776
'JERRABATTGULLA','NSW','2622',-35.68411992,149.58281797
'JERRABOMBERRA','ACT','2600',-35.36592732,149.15878629
'JERRABOMBERRA','NSW','2619',-35.38336615,149.20123528
'JERRAMUNGUP','WA','6337',-33.97137351,119.02471782
'JERRARA','NSW','2533',-34.67758326,150.81729153
'JERRAWA','NSW','2582',-34.78057389,149.07589865
'JERRAWANGALA','NSW','2540',-35.07463055,150.4407846
'JERRONG','NSW','2580',-34.16023753,149.84502703
'JERRYS PLAINS','NSW','2330',-32.46879773,150.8521253
'JERSEYVILLE','NSW','2431',-30.92091633,153.03155133
'JERUK','VIC','3527',-36.01384601,143.42607103
'JERUSALEM','SA','5554',-33.97705137,137.71450262
'JERVIS BAY','OT','2540',-35.1490922,150.69611535
'JERVOIS','SA','5259',-35.26499213,139.43644358
'JESMOND','NSW','2299',-32.90238215,151.69301392
'JETSONVILLE','TAS','7260',-41.10230615,147.45446332
'JEWELLS','NSW','2280',-33.00921454,151.68745102
'JEWS LAGOON','NSW','2397',-29.86778654,149.46658859
'JIBBERDING','WA','6612',-29.93614677,116.93928024
'JIGALONG','WA','6753',-23.35366816,120.79481094
'JIGGI','NSW','2480',-28.69485312,153.18636599
'JIL JIL','VIC','3483',-35.82188846,142.97616882
'JILAKIN','WA','6365',-32.69369993,118.43373319
'JILLIBY','NSW','2259',-33.21691554,151.36007743
'JILPANGER','VIC','3409',-36.91000116,141.74620176
'JIMBOOMBA','QLD','4280',-27.83416907,153.04444723
'JIMBOUR EAST','QLD','4406',-26.9311665,151.28624831
'JIMBOUR WEST','QLD','4406',-26.88814754,151.09852158
'JIMENBUEN','NSW','2628',-36.74272172,148.84335411
'JIMNA','QLD','4515',-26.68676493,152.52029702
'JINCUMBILLY','NSW','2631',-36.70684112,149.22888182
'JINDABYNE','NSW','2627',-36.44331255,148.63318967
'JINDALEE','QLD','4074',-27.53399447,152.93821547
'JINDALEE','WA','6036',-31.64160628,115.68484377
'JINDEN','NSW','2622',-35.87559358,149.59823676
'JINDERA','NSW','2642',-35.95410593,146.87773403
'JINDIVICK','VIC','3818',-38.0296037,145.89106367
'JINDONG','WA','6280',-33.73531759,115.24610068
'JINGALUP','WA','6395',-33.98093286,117.04352448
'JINGELLIC','NSW','2642',-35.90465292,147.6940888
'JINGERA','NSW','2622',-35.67291092,149.44562158
'JINGHI','QLD','4410',-26.6421867,151.09082419
'JINGILI','NT','0810',-12.38895106,130.87281209
'JITARNING','WA','6365',-32.77256777,118.01587745
'JOADJA','NSW','2575',-34.4316836,150.22383578
'JOANNA','SA','5271',-37.11030937,140.85474918
'JOBS GATE','QLD','4490',-28.80553947,146.72047001
'JOEL JOEL','VIC','3384',-37.01480644,142.99087145
'JOEL SOUTH','VIC','3384',-37.06314897,142.9994777
'JOES BOX','NSW','2469',-28.67786683,152.5933444
'JOHANNA','VIC','3238',-38.73432761,143.39428185
'JOHNBURGH','SA','5431',-32.45998748,138.70558543
'JOHNS RIVER','NSW','2443',-31.728498,152.69915136
'JOHNSONS HILL','QLD','4714',-23.62410885,150.41244132
'JOHNSONVILLE','VIC','3902',-37.82043943,147.81057923
'JOHNSTON','NT','0832',-12.4929744,131.00635037
'JOHNSTOWN','QLD','4615',-26.41431237,152.10816421
'JOLIMONT','WA','6014',-31.9458634,115.80927105
'JOLLY NOSE','NSW','2445',-31.59056901,152.78455191
'JOLLYS LOOKOUT','QLD','4520',-27.41177224,152.83403025
'JONDARYAN','QLD','4403',-27.39818329,151.58697571
'JONES BRIDGE','NSW','2720',-35.37513321,148.25502647
'JONES CREEK','NSW','2722',-35.00459801,148.04194561
'JONES GULLY','QLD','4355',-27.17502442,152.00516438
'JONES HILL','QLD','4570',-26.2374921,152.66190044
'JONES ISLAND','NSW','2430',-31.86093136,152.59239375
'JOONDALUP','WA','6027',-31.73767639,115.77029534
'JOONDANNA','WA','6060',-31.91008759,115.83727951
'JORDAN SPRINGS','NSW','2747',-33.72379227,150.73094228
'JOSEPHVILLE','QLD','4285',-28.03128714,152.90914568
'JOSKELEIGH','QLD','4702',-23.376038,150.796599
'JOSLIN','SA','5070',-34.8996741,138.62655305
'JOYCES CREEK','VIC','3364',-37.08855238,143.98806186
'JOYNER','QLD','4500',-27.27496466,152.94150347
'JUBILEE HEIGHTS','QLD','4860',-17.47690924,146.03673466
'JUBILEE POCKET','QLD','4802',-20.28854735,148.72934797
'JUDBURY','TAS','7109',-42.96394851,146.92925361
'JUDDS CREEK','NSW','2795',-33.84864265,149.53683399
'JUGIONG','NSW','2726',-34.81354214,148.33760358
'JULAGO','QLD','4816',-19.37405403,146.88424127
'JULANKA HOLDINGS','SA','5238',-34.87311341,139.54529434
'JULATTEN','QLD','4871',-16.58617871,145.37629948
'JULIA','SA','5374',-34.12446217,139.00791924
'JULIA CREEK','QLD','4823',-20.66040276,141.64817172
'JULIMAR','WA','6567',-31.45547897,116.2604078
'JUMBUK','VIC','3869',-38.40027308,146.42264256
'JUMBUNNA','VIC','3951',-38.47199029,145.76037879
'JUNABEE','QLD','4370',-28.24876721,152.14701643
'JUNCTION HILL','NSW','2460',-29.63712089,152.92999601
'JUNCTION VIEW','QLD','4343',-27.81061488,152.18248846
'JUNCTION VILLAGE','VIC','3977',-38.13602531,145.29142523
'JUNDAH','QLD','4736',-25.04984294,143.17392918
'JUNEE','NSW','2663',-34.86517826,147.58052766
'JUNEE REEFS','NSW','2666',-34.71569333,147.66640998
'JUNG','VIC','3401',-36.57667485,142.33879408
'JUNGABURRA','VIC','3575',-36.05642067,144.28695552
'JUNORTOUN','VIC','3551',-36.77058875,144.36423542
'JUPITER CREEK','SA','5153',-35.11804105,138.75352654
'JURIEN BAY','WA','6516',-30.28177876,115.1008918
'KAARIMBA','VIC','3635',-36.14536993,145.28770112
'KABAN','QLD','4888',-17.50982815,145.38689742
'KABRA','QLD','4702',-23.50670561,150.39314665
'KADATHINNI','WA','6519',-29.64261068,115.59947878
'KADINA','SA','5554',-33.96257,137.71535
'KADNOOK','VIC','3318',-37.16831225,141.3866886
'KAGARU','QLD','4285',-27.86126411,152.91066573
'KAHIBAH','NSW','2290',-32.96265361,151.71181477
'KAIMKILLENBUN','QLD','4406',-27.03683045,151.408559
'KAINS FLAT','NSW','2850',-32.47289502,149.85066249
'KAINTON','SA','5552',-34.14419337,137.95406423
'KAIRABAH','QLD','4207',-27.83648938,153.1287185
'KAIRI','QLD','4872',-17.21536076,145.54216953
'KAKADU','NT','0822',-12.86366324,132.47463446
'KALABITY','SA','5440',-31.72375646,140.05421582
'KALAMUNDA','WA','6076',-31.97598381,116.05473275
'KALAMURINA','SA','5733',-27.79131374,137.67409514
'KALANBI','SA','5690',-31.94884524,133.67254494
'KALANG','NSW','2454',-30.4996935,152.73103528
'KALANGADOO','SA','5278',-37.56375,140.70139
'KALANNIE','WA','6468',-30.29661229,117.1829217
'KALAPA','QLD','4702',-23.46035903,150.19987595
'KALARU','NSW','2550',-36.7298362,149.9311173
'KALBAR','QLD','4309',-27.93776252,152.61224344
'KALBARRI','WA','6536',-27.68396631,114.20243043
'KALBARRI NATIONAL PARK','WA','6536',-27.70502797,114.42141812
'KALBEEBA','SA','5118',-34.62502923,138.7928877
'KALDOONERA','SA','5655',-32.58346873,134.8762757
'KALEEN','ACT','2617',-35.2277387,149.10917994
'KALGAN','WA','6330',-34.89824383,118.0316127
'KALGOORLIE','WA','6430',-30.75287306,121.46971535
'KALGUP','WA','6280',-33.72146894,115.37095649
'KALIMNA','VIC','3909',-37.8698426,147.96707788
'KALIMNA WEST','VIC','3909',-37.81529328,147.93985888
'KALINGA','QLD','4030',-27.41001018,153.04757264
'KALKA','SA','0872',-26.11557792,129.15275409
'KALKADOON','QLD','4825',-20.67041441,139.48867651
'KALKALLO','VIC','3064',-37.52592783,144.96035069
'KALKARINDJI','NT','0852',-17.44449468,130.83263904
'KALKAROO','SA','5440',-31.77683571,140.56073041
'KALKEE','VIC','3401',-36.5501406,142.22261332
'KALKIE','QLD','4670',-24.84423292,152.38533337
'KALKITE','NSW','2627',-36.33293893,148.64350442
'KALLANGUR','QLD','4503',-27.2481087,152.9923153
'KALLAROO','WA','6025',-31.79076187,115.74423397
'KALLISTA','VIC','3791',-37.90023713,145.40420769
'KALLORA','SA','5550',-34.2176728,138.30348539
'KALOORUP','WA','6280',-33.78281681,115.20820382
'KALORAMA','VIC','3766',-37.81813279,145.38323856
'KALPIENUNG','VIC','3529',-35.83750318,143.26328454
'KALPOWAR','QLD','4630',-24.70237032,151.37403123
'KALTJITI','SA','0872',-26.76713332,132.02989099
'KALTUKATJARA','NT','0872',-24.87255571,129.09452861
'KALUMBURU','WA','6740',-14.2945196,126.64127821
'KALUNGA','QLD','4887',-17.4405294,145.37213817
'KAMARAH','NSW','2665',-34.35890295,146.7632442
'KAMAROOKA','VIC','3570',-36.49681917,144.37179751
'KAMAROOKA NORTH','VIC','3571',-36.40403328,144.31375204
'KAMBAH','ACT','2902',-35.38621986,149.05793749
'KAMBALDA EAST','WA','6442',-31.21100064,121.70501873
'KAMBALDA WEST','WA','6442',-31.19515786,121.57955791
'KAMERUKA','NSW','2550',-36.72134884,149.70495236
'KAMERUNGA','QLD','4870',-16.87757012,145.68727928
'KAMONA','TAS','7260',-41.13506917,147.66599647
'KAMPONG','OT','6798',-10.48278,105.62278
'KANAGULK','VIC','3401',-37.11133083,141.83583204
'KANAHOOKA','NSW','2530',-34.49333184,150.81828749
'KANCOONA','VIC','3691',-36.60386747,147.01044763
'KANDANGA','QLD','4570',-26.3907081,152.6985184
'KANDANGA CREEK','QLD','4570',-26.39886848,152.62500572
'KANDOS','NSW','2848',-32.86024352,149.97068487
'KANGALOON','NSW','2576',-34.54622517,150.54138391
'KANGARILLA','SA','5157',-35.15259843,138.67018206
'KANGAROO CREEK','NSW','2460',-29.97176927,152.85730436
'KANGAROO FLAT','SA','5118',-34.54900268,138.69324904
'KANGAROO FLAT','VIC','3555',-36.80669834,144.24183438
'KANGAROO GROUND','VIC','3097',-37.68937455,145.23196759
'KANGAROO GULLY','WA','6255',-33.95963631,116.19996378
'KANGAROO HEAD','SA','5222',-35.73630469,137.90436665
'KANGAROO INN','SA','5280',-37.3428514,140.20910012
'KANGAROO POINT','NSW','2224',-34.00064126,151.09610932
'KANGAROO POINT','QLD','4169',-27.47543123,153.03614139
'KANGAROO VALLEY','NSW','2577',-34.73448059,150.47827471
'KANGAROOBIE','NSW','2800',-33.16850726,149.05451815
'KANGIARA','NSW','2582',-34.6044315,148.79141838
'KANGY ANGY','NSW','2258',-33.31954847,151.39566693
'KANIGAN','QLD','4570',-25.93871465,152.58639694
'KANIMBLA','NSW','2790',-33.63250865,150.20994473
'KANIMBLA','QLD','4870',-16.92168476,145.72216213
'KANIVA','VIC','3419',-36.38287341,141.26486362
'KANMANTOO','SA','5252',-35.06544248,139.0032619
'KANNI','SA','5330',-34.24521768,140.05844645
'KANOONA','NSW','2550',-36.7465073,149.77446904
'KANOWNA','WA','6431',-30.44054605,121.41755028
'KANPI','SA','0872',-26.16295009,130.11494348
'KANUMBRA','VIC','3719',-37.05336576,145.68228333
'KANWAL','NSW','2259',-33.2628086,151.48477301
'KANYA','VIC','3387',-36.77318864,142.98607125
'KANYAKA','SA','5434',-32.0356712,138.32031383
'KANYAPELLA','VIC','3564',-36.13146361,144.89121853
'KAOOTA','TAS','7150',-43.02894377,147.16453696
'KAPALDO','QLD','4630',-25.0659739,151.14372661
'KAPINNIE','SA','5632',-34.137932,135.497638
'KAPOOKA','NSW','2661',-35.15718455,147.28343994
'KAPPAWANTA','SA','5670',-33.66225275,135.32084145
'KAPUNDA','SA','5373',-34.341342,138.915144
'KAPUTAR','NSW','2390',-30.3047728,150.13376457
'KARAAK FLAT','NSW','2429',-31.91653706,152.28995405
'KARABAR','NSW','2620',-35.37595346,149.23279536
'KARABEAL','VIC','3294',-37.60120722,142.18791833
'KARAKIN','WA','6044',-31.05769445,115.46576377
'KARALEE','QLD','4306',-27.56089597,152.82549328
'KARALUNDI','WA','6642',-26.1251675,118.67362048
'KARAMA','NT','0812',-12.40008426,130.91621463
'KARANA DOWNS','QLD','4306',-27.5422039,152.8190109
'KARANGI','NSW','2450',-30.24048511,153.05485993
'KARANJA','TAS','7140',-42.68329702,146.836714
'KARARA','QLD','4352',-28.18333243,151.56159278
'KARATTA','SA','5223',-35.9606932,136.91141125
'KARAWARA','WA','6152',-32.00861979,115.88126675
'KARAWATHA','QLD','4117',-27.63476432,153.08192988
'KARCULTABY','SA','5654',-32.76367458,134.96447989
'KARDELLA','VIC','3951',-38.42004855,145.87955318
'KARDELLA SOUTH','VIC','3950',-38.45754179,145.87384357
'KARDINYA','WA','6163',-32.06558572,115.81484291
'KAREELA','NSW','2232',-34.0169062,151.08312224
'KARIAH','VIC','3260',-38.13821435,143.22775962
'KARIJINI','WA','6751',-22.7289993,118.27528065
'KARIONG','NSW','2250',-33.45345007,151.27493109
'KARKOO','SA','5632',-34.032846,135.729236
'KARLGARIN','WA','6358',-32.41961406,118.6830263
'KARLKURLA','WA','6430',-30.73058324,121.42634273
'KARLONING','WA','6479',-30.63297057,118.17159175
'KARLOO','WA','6530',-28.79953571,114.64245602
'KARNAK','VIC','3401',-36.83838056,141.49920632
'KARNUP','WA','6176',-32.41745779,115.79454366
'KAROOLA','TAS','7267',-41.24421311,147.14195866
'KAROONDA','SA','5307',-35.09299015,139.89724047
'KARRABIN','QLD','4306',-27.59614434,152.70474803
'KARRAGARRA ISLAND','QLD','4184',-27.63835385,153.37184057
'KARRAGULLEN','WA','6111',-32.10258069,116.13849942
'KARRAKATTA','WA','6010',-31.9677311,115.797998
'KARRAKUP','WA','6122',-32.25380809,116.06842596
'KARRAMINDIE','WA','6429',-31.01525581,121.40361041
'KARRAMOMUS','VIC','3631',-36.53055542,145.49182331
'KARRANADGIN','WA','6460',-31.2255103,116.71832834
'KARRATHA','WA','6714',-20.73535002,116.84580441
'KARRATHA INDUSTRIAL ESTATE','WA','6714',-20.76131985,116.87933673
'KARRIDALE','WA','6288',-34.18504316,115.1340938
'KARRINYUP','WA','6018',-31.87221532,115.77688858
'KARS SPRINGS','NSW','2337',-31.91900243,150.53963979
'KARTE','SA','5304',-35.05598155,140.69976119
'KARUAH','NSW','2324',-32.63261305,151.95758954
'KARUMBA','QLD','4891',-17.48784652,140.87162465
'KARYRIE','VIC','3483',-35.92608034,142.85013374
'KATAMATITE','VIC','3649',-36.07534292,145.69202589
'KATAMATITE EAST','VIC','3649',-36.03729975,145.7528092
'KATANDRA','VIC','3634',-36.25075101,145.60593362
'KATANDRA WEST','VIC','3634',-36.2437662,145.55847333
'KATANNING','WA','6317',-33.69073387,117.57687758
'KATHERINE','NT','0850',-14.4521256,132.27150894
'KATHERINE EAST','NT','0850',-14.46400954,132.28895453
'KATHERINE SOUTH','NT','0850',-14.48183613,132.25982088
'KATOOMBA','NSW','2780',-33.7061354,150.30020096
'KATRINE','WA','6566',-31.62700981,116.55370472
'KATUNGA','VIC','3640',-35.99974791,145.46543859
'KATUNGA STATION','SA','5611',-32.78290882,137.10023553
'KAURING','WA','6302',-31.94407124,117.02529103
'KAWANA','QLD','4701',-23.33881944,150.50496304
